,Title,Major Genre,Running Time min,Year,US_Revenue,IMDB Rating,MPAA Rating
798,Along Came Polly,Romantic Comedy,90.0,2004,88.073507,5.8,PG-13
799,Practical Magic,Comedy,105.0,1998,46.850558,5.5,PG-13
800,The Boat That Rocked,Comedy,134.0,2009,8.017467,7.5,R
801,Primary Colors,Comedy,143.0,1998,39.017984,6.7,R
802,Precious (Based on the Novel Push by Sapphire),Drama,109.0,2009,47.566524,7.5,R
803,Pride and Glory,Drama,129.0,2008,15.740721,6.7,R
804,Predators,Action,109.0,2010,51.92069,6.9,R
805,Perfume: The Story of a Murderer,Drama,147.0,2006,2.223293,7.5,R
806,The Prince & Me,Romantic Comedy,111.0,2004,28.165882,5.6,PG
807,The Pursuit of Happyness,Drama,116.0,2006,162.586036,7.8,PG-13
808,Primer,Drama,80.0,2004,0.42476,6.9,PG-13
809,Pearl Harbor,Action,183.0,2001,198.539855,5.4,PG-13
810,The Prince of Egypt,Adventure,97.0,1998,101.413188,6.8,PG
811,Prom Night,Horror,85.0,2008,43.86935,5.1,PG-13
812,Panic Room,Thriller/Suspense,112.0,2002,95.308367,6.9,R
813,The Proposal,Romantic Comedy,107.0,2009,163.958031,5.4,PG-13
814,The Prestige,Thriller/Suspense,131.0,2006,53.089891,8.4,PG-13
815,The Postman,Action,177.0,1997,17.650704,5.5,R
816,Psycho,Horror,100.0,1998,21.541218,4.5,R
817,The Patriot,Drama,165.0,2000,113.330342,6.9,R
818,Punisher: War Zone,Action,101.0,2008,8.050977,6.1,R
819,Push,Thriller/Suspense,111.0,2009,31.811527,6.0,PG-13
820,The Painted Veil,Drama,125.0,2006,8.060487,7.6,PG-13
821,Pay it Forward,Drama,123.0,2000,33.508922,6.8,PG-13
822,Queen of the Damned,Horror,101.0,2002,30.307804,4.7,R
823,The Queen,Drama,103.0,2006,56.441711,7.6,PG-13
824,Quest for Camelot,Adventure,85.0,1998,22.7725,5.0,G
825,Radio,Drama,109.0,2003,52.333738,6.9,PG
826,The Rainmaker,Drama,135.0,1997,45.916769,6.9,PG-13
827,Random Hearts,Drama,133.0,1999,31.054924,4.8,R
828,Rugrats Go Wild,Adventure,84.0,2003,39.402572,5.0,PG
829,Ratatouille,Comedy,111.0,2007,206.445654,8.1,G
830,Robin Hood,Action,140.0,2010,105.26973,6.9,PG-13
831,Robots,Adventure,89.0,2005,128.200012,6.4,PG
832,Runaway Bride,Romantic Comedy,116.0,1999,152.257509,5.2,PG
833,Racing Stripes,Comedy,110.0,2005,49.772522,5.2,PG
834,Rocky Balboa,Drama,102.0,2006,70.269899,7.4,PG
835,The Road to El Dorado,Adventure,90.0,2000,50.802661,6.4,PG
836,Red Dragon,Thriller/Suspense,125.0,2002,92.95542,7.3,R
837,The Reader,Drama,123.0,2008,34.192652,7.7,R
838,The Reaping,Horror,100.0,2007,25.126214,5.6,R
839,Recess: School's Out,Comedy,83.0,2001,36.696761,6.2,G
840,Redacted,Drama,90.0,2007,0.065388,6.1,R
841,Red-Eye,Thriller/Suspense,85.0,2005,57.891803,6.5,PG-13
842,Reign Over Me,Drama,128.0,2007,19.661987,7.7,R
843,The Relic,Horror,110.0,1997,33.956608,5.4,R
844,Religulous,Documentary,101.0,2008,13.01116,7.8,R
845,The Replacements,Comedy,118.0,2000,44.737059,6.2,PG-13
846,The Replacement Killers,Action,86.0,1998,19.035741,5.9,R
847,Resident Evil: Apocalypse,Horror,94.0,2004,50.740078,5.8,R
848,Resident Evil: Extinction,Action,95.0,2007,50.648679,6.2,R
849,Resident Evil,Horror,100.0,2002,40.119709,6.4,R
850,Return to Me,Romantic Comedy,116.0,2000,32.662299,6.6,PG
851,Reign of Fire,Action,102.0,2002,43.061982,5.9,PG-13
852,Reindeer Games,Action,104.0,2000,23.360779,5.5,R
853,Rachel Getting Married,Drama,111.0,2008,12.796277,6.9,R
854,The Rugrats Movie,Adventure,79.0,1998,100.494685,5.4,G
855,Riding in Cars with Boys,Drama,131.0,2001,29.781453,6.2,PG-13
856,The Ring Two,Horror,111.0,2005,75.941727,5.1,PG-13
857,The Adventures of Rocky & Bullwinkle,Comedy,91.0,2000,26.00061,4.1,PG
858,Reno 911!: Miami,Comedy,81.0,2007,20.342161,5.8,R
859,Rounders,Drama,120.0,1998,22.921898,7.3,R
860,Rendition,Thriller/Suspense,121.0,2007,9.736045,6.9,R
861,The Rocker,Comedy,102.0,2008,6.409528,6.3,PG-13
862,The Rookie,Drama,128.0,2002,75.600072,5.5,G
863,Romeo Must Die,Action,114.0,2000,55.973336,5.9,R
864,Ronin,Action,121.0,1998,41.610884,7.2,R
865,Rat Race,Comedy,112.0,2001,56.607223,6.4,PG-13
866,Rescue Dawn,Action,125.0,2007,5.490423,7.5,PG-13
867,Remember the Titans,Drama,113.0,2000,115.654751,7.5,PG
868,Righteous Kill,Thriller/Suspense,100.0,2008,40.08141,6.0,R
869,Road Trip,Comedy,94.0,2000,68.525609,6.4,R
870,Rules of Engagement,Thriller/Suspense,127.0,2000,61.322858,6.2,R
871,The Rundown,Action,104.0,2003,47.641743,6.6,PG-13
872,Running With Scissors,Comedy,116.0,2006,6.775659,6.0,R
873,Rush Hour 2,Action,90.0,2001,226.164286,6.4,PG-13
874,Rush Hour 3,Action,91.0,2007,140.125968,6.0,PG-13
875,Rush Hour,Action,98.0,1998,141.186864,6.8,PG-13
876,Rushmore,Black Comedy,89.0,1998,17.105219,7.8,R
877,Sahara,Adventure,123.0,2005,68.671925,5.9,PG-13
878,The Saint,Action,116.0,1997,61.363304,5.9,PG-13
879,I Am Sam,Drama,132.0,2001,40.270895,7.4,PG-13
880,Saw,Horror,100.0,2004,55.185045,7.7,R
881,Saw II,Horror,91.0,2005,87.025093,6.8,R
882,Saw III,Horror,107.0,2006,80.238724,6.3,R
883,Saw VI,Horror,91.0,2009,27.693292,6.2,R
884,Seabiscuit,Drama,141.0,2003,120.277854,7.4,PG-13
885,Scary Movie 2,Comedy,82.0,2001,71.27742,4.7,R
886,Scary Movie 3,Comedy,84.0,2003,110.000082,5.4,PG-13
887,Scooby-Doo 2: Monsters Unleashed,Comedy,93.0,2004,84.185387,4.8,PG
888,Scooby-Doo,Comedy,86.0,2002,153.294164,4.7,PG
889,About Schmidt,Drama,125.0,2002,65.005217,7.3,R
890,The School of Rock,Comedy,108.0,2003,81.261177,7.2,PG-13
891,School for Scoundrels,Comedy,101.0,2006,17.807569,6.0,PG-13
892,The Score,Thriller/Suspense,124.0,2001,71.069884,6.8,R
893,Scream,Horror,110.0,1996,103.046663,2.9,R
894,Scream 2,Horror,120.0,1997,101.363301,5.9,R
895,Scream 3,Horror,118.0,2000,89.138076,5.3,R
896,The Scorpion King,Action,91.0,2002,90.58,5.3,PG-13
897,Stardust,Adventure,128.0,2007,38.634938,7.9,PG-13
898,Selena,Drama,127.0,1997,35.450113,6.3,PG
899,September Dawn,Western,110.0,2007,0.901857,5.5,R
900,You Got Served,Drama,95.0,2004,40.066497,2.6,PG-13
901,Seven Years in Tibet,Drama,139.0,1997,37.945884,6.7,PG-13
902,Swordfish,Action,99.0,2001,69.772969,6.3,R
903,Something's Gotta Give,Romantic Comedy,128.0,2003,124.685242,6.8,PG-13
904,Shaft,Action,99.0,2000,70.327868,5.9,R
905,Scary Movie,Comedy,88.0,2000,157.019771,6.0,R
906,She's All That,Romantic Comedy,91.0,1999,63.465522,5.4,PG-13
907,Shallow Hal,Romantic Comedy,113.0,2001,70.836296,6.0,PG-13
908,Shakespeare in Love,Romantic Comedy,122.0,1998,100.317794,7.4,R
909,In the Shadow of the Moon,Documentary,100.0,2007,1.134358,8.0,PG
910,Shooter,Thriller/Suspense,125.0,2007,47.003582,7.2,R
911,Shrek,Adventure,90.0,2001,267.655011,8.0,PG
912,Shrek 2,Adventure,92.0,2004,441.226247,7.5,PG
913,Shrek the Third,Adventure,92.0,2007,322.719944,6.1,PG
914,Shrek Forever After,Adventure,93.0,2010,238.39599,6.7,PG
915,Shark Tale,Adventure,90.0,2004,160.861908,5.9,PG
916,Showtime,Comedy,95.0,2002,37.948765,5.3,PG-13
917,Signs,Thriller/Suspense,106.0,2002,227.96569,6.9,PG-13
918,Simon Birch,Drama,110.0,1998,18.253415,6.7,PG
919,The Simpsons Movie,Comedy,86.0,2007,183.135014,7.6,PG-13
920,Sinbad: Legend of the Seven Seas,Adventure,86.0,2003,26.483452,6.6,PG
921,Sin City,Action,126.0,2005,74.10382,8.3,R
922,The Sixth Sense,Thriller/Suspense,107.0,1999,293.506292,8.2,PG-13
923,The Skulls,Thriller/Suspense,107.0,2000,35.00718,5.3,PG-13
924,Sky High,Adventure,102.0,2005,63.939454,6.6,PG
925,Sleepy Hollow,Horror,105.0,1999,101.06834,7.5,R
926,The Secret Life of Bees,Drama,110.0,2008,37.76635,7.0,PG-13
927,Hannibal,Horror,131.0,2001,165.092266,6.4,R
928,Slow Burn,Thriller/Suspense,93.0,2007,1.237615,5.9,R
929,Slumdog Millionaire,Drama,116.0,2008,141.319928,8.3,R
930,Small Soldiers,Comedy,110.0,1998,55.143823,5.9,PG-13
931,Mr. And Mrs. Smith,Action,112.0,2005,186.336279,4.7,PG-13
932,Smokin' Aces,Comedy,108.0,2007,35.662731,6.6,R
933,Someone Like You,Romantic Comedy,97.0,2001,27.338033,5.8,PG-13
934,There's Something About Mary,Romantic Comedy,119.0,1998,176.484651,7.2,R
935,Snake Eyes,Thriller/Suspense,99.0,1998,55.591409,5.8,R
936,Snakes on a Plane,Thriller/Suspense,105.0,2006,34.020814,6.0,R
937,Lemony Snicket's A Series of Unfortunate Events,Comedy,108.0,2004,118.627117,6.9,PG
938,Shanghai Knights,Adventure,114.0,2003,60.47022,6.2,PG-13
939,Shanghai Noon,Western,110.0,2000,56.932305,6.6,PG-13
940,Snow Dogs,Comedy,99.0,2002,81.150692,4.9,PG
941,Sunshine,Thriller/Suspense,108.0,2007,3.68856,7.3,R
942,Snatch,Black Comedy,103.0,2000,30.093107,8.2,R
943,Snow Day,Comedy,89.0,2000,60.008303,4.4,PG
944,The Soloist,Drama,117.0,2009,31.720158,6.7,PG-13
945,The Sorcerer's Apprentice,Adventure,110.0,2010,62.492818,6.4,PG
946,Soul Food,Comedy,114.0,1997,43.492389,6.4,R
947,Space Jam,Comedy,87.0,1996,90.463534,5.6,PG
948,Spanglish,Comedy,103.0,2004,42.044321,6.7,PG-13
949,Spawn,Action,97.0,1997,54.979992,4.8,PG-13
950,Superbad,Comedy,112.0,2007,121.463226,7.8,R
951,Space Cowboys,Adventure,130.0,2000,90.454043,6.3,PG-13
952,Speed II: Cruise Control,Action,125.0,1997,48.097081,3.4,PG-13
953,Sphere,Horror,132.0,1998,37.068294,5.6,PG-13
954,Spiceworld,Comedy,92.0,1998,29.342592,2.9,PG
955,Spider-Man 2,Adventure,127.0,2004,373.524485,7.7,PG-13
956,Spider-Man 3,Adventure,139.0,2007,336.530303,6.4,PG-13
957,Spider-Man,Adventure,121.0,2002,403.706375,7.4,PG-13
958,Scott Pilgrim vs. The World,Comedy,112.0,2010,31.167395,8.1,PG-13
959,See Spot Run,Comedy,97.0,2001,33.357476,4.9,PG
960,Superman Returns,Adventure,157.0,2006,200.12,6.6,PG-13
961,Spy Game,Action,126.0,2001,62.36256,6.9,R
962,Spy Kids 3-D: Game Over,Adventure,84.0,2003,111.760631,4.1,PG
963,Spy Kids,Adventure,88.0,2001,112.692062,5.7,PG
964,Serendipity,Romantic Comedy,91.0,2001,50.25531,6.6,PG-13
965,Superstar,Comedy,82.0,1999,30.628981,6.0,PG-13
966,Spirit: Stallion of the Cimarron,Adventure,84.0,2002,73.21531,6.6,G
967,Starship Troopers,Action,129.0,1997,54.768952,7.1,R
968,Stay Alive,Horror,91.0,2006,23.08648,4.5,PG-13
969,How Stella Got Her Groove Back,Drama,124.0,1998,37.672944,5.1,R
970,The Stepford Wives,Comedy,93.0,2004,59.475623,5.1,PG-13
971,Stepmom,Drama,127.0,1998,91.137662,6.2,PG-13
972,Stomp the Yard,Drama,113.0,2007,61.356221,4.3,PG-13
973,Stranger Than Fiction,Comedy,112.0,2006,40.43519,7.8,PG-13
974,Stick It,Comedy,103.0,2006,26.910736,5.9,PG-13
975,Stigmata,Horror,103.0,1999,50.041732,6.0,R
976,A Stir of Echoes,Thriller/Suspense,110.0,1999,21.133087,7.1,R
977,Stuart Little,Comedy,92.0,1999,140.015224,5.8,PG
978,Stuart Little 2,Comedy,78.0,2002,64.956806,5.6,PG
979,The Perfect Storm,Drama,130.0,2000,182.618434,6.2,PG-13
980,The Story of Us,Romantic Comedy,74.0,1999,27.10003,5.6,R
981,State of Play,Thriller/Suspense,127.0,2009,37.017955,7.3,PG-13
982,The Sisterhood of the Traveling Pants 2,Adventure,111.0,2008,44.089964,6.2,PG-13
983,Step Up,Drama,98.0,2006,65.328121,6.1,PG-13
984,Star Trek: First Contact,Adventure,111.0,1996,92.027888,7.6,PG-13
985,Star Trek: Insurrection,Adventure,100.0,1998,70.187658,6.4,PG
986,Star Trek: Nemesis,Adventure,117.0,2002,43.254409,6.4,PG-13
987,The Strangers,Thriller/Suspense,85.0,2008,52.59761,6.0,R
988,Stuck On You,Comedy,118.0,2003,33.832741,5.9,PG-13
989,The Sum of All Fears,Action,124.0,2002,118.47132,6.3,PG-13
990,Surf's Up,Adventure,86.0,2007,58.867694,7.0,PG
991,Surrogates,Action,104.0,2009,38.577772,6.3,PG-13
992,Summer of Sam,Drama,142.0,1999,19.28813,6.5,R
993,Saving Private Ryan,Drama,169.0,1998,216.335085,8.5,R
994,S.W.A.T.,Action,117.0,2003,116.877597,5.9,PG-13
995,Sideways,Drama,125.0,2004,71.502303,7.8,R
996,Shall We Dance?,Romantic Comedy,106.0,2004,57.887882,7.6,PG-13
997,Secret Window,Thriller/Suspense,96.0,2004,47.958031,6.5,PG-13
998,Swimfan,Drama,86.0,2002,28.563926,4.6,PG-13
999,Sweet November,Drama,120.0,2001,25.288103,6.0,PG-13
1000,Sydney White,Comedy,107.0,2007,11.892415,6.2,PG-13
1001,Star Wars: The Clone Wars,Adventure,98.0,2008,35.161554,5.4,PG
1002,"Six Days, Seven Nights",Romantic Comedy,101.0,1998,74.339294,4.7,PG-13
1003,Syriana,Thriller/Suspense,126.0,2005,50.82462,7.1,R
1004,The Talented Mr. Ripley,Drama,139.0,1999,81.292135,7.2,R
1005,The Best Man,Romantic Comedy,120.0,1999,34.10278,6.1,R
1006,Book of Shadows: Blair Witch 2,Horror,90.0,2000,26.421314,4.0,R
1007,This Christmas,Drama,118.0,2007,49.121934,5.4,PG-13
1008,The Core,Action,133.0,2003,31.11126,5.3,PG-13
1009,The Thomas Crown Affair,Drama,111.0,1999,69.304264,6.7,R
1010,The Damned United,Drama,97.0,2009,0.449865,7.5,R
1011,The Tale of Despereaux,Adventure,93.0,2008,50.877145,6.1,G
1012,Team America: World Police,Comedy,98.0,2004,32.774834,7.3,R
1013,Tea with Mussolini,Drama,116.0,1999,14.395874,6.7,PG
1014,Tears of the Sun,Action,121.0,2003,43.632458,6.4,R
1015,Not Another Teen Movie,Comedy,89.0,2001,37.882551,5.5,R
1016,Bridge to Terabithia,Drama,95.0,2007,82.234139,7.4,PG
1017,Terminator 3: Rise of the Machines,Action,109.0,2003,150.358296,6.6,R
1018,Transformers,Action,140.0,2007,319.246193,7.3,PG-13
1019,Transformers: Revenge of the Fallen,Action,149.0,2009,402.11187,6.0,PG-13
1020,The Beach,Drama,119.0,2000,39.778599,4.5,R
1021,The Wild Thornberrys,Adventure,85.0,2002,40.108697,6.7,PG
1022,The Fog,Horror,101.0,2005,29.511112,3.3,PG-13
1023,The Thin Red Line,Drama,166.0,1998,36.400491,7.5,R
1024,Thirteen Days,Drama,145.0,2000,34.566746,7.3,PG-13
1025,The Kid,Comedy,104.0,2000,69.688384,5.9,PG
1026,House on Haunted Hill,Horror,96.0,1999,40.846082,5.2,R
1027,The One,Action,87.0,2001,43.905746,5.6,PG-13
1028,The 13th Warrior,Action,103.0,1999,32.698899,6.3,R
1029,The Tuxedo,Action,99.0,2002,50.586,5.0,PG-13
1030,The Tigger Movie,Adventure,77.0,2000,4.554533,6.0,G
1031,Titan A.E.,Adventure,95.0,2000,22.751979,6.4,PG
1032,Titanic,Thriller/Suspense,194.0,1997,600.788188,7.4,PG-13
1033,The League of Extraordinary Gentlemen,Adventure,110.0,2003,66.465204,5.5,PG-13
1034,The Time Machine,Adventure,96.0,2002,56.684819,5.6,PG-13
1035,The Mist,Horror,127.0,2007,25.593755,7.4,R
1036,TMNT,Action,88.0,2007,54.149098,6.6,PG
1037,Tomorrow Never Dies,Action,119.0,1997,125.304276,6.4,PG-13
1038,The Royal Tenenbaums,Black Comedy,110.0,2001,52.353636,7.6,R
1039,Lara Croft: Tomb Raider: The Cradle of Life,Adventure,117.0,2003,65.653758,5.2,PG-13
1040,Lara Croft: Tomb Raider,Adventure,101.0,2001,131.144183,5.4,PG-13
1041,The Day After Tomorrow,Adventure,124.0,2004,186.740799,6.3,PG-13
1042,The Others,Horror,104.0,2001,96.522687,7.8,PG-13
1043,The Town,Drama,123.0,2010,30.980607,8.7,R
1044,Toy Story 2,Adventure,92.0,1999,245.852179,8.0,G
1045,Toy Story 3,Adventure,102.0,2010,410.640665,8.9,G
1046,The Taking of Pelham 123,Action,106.0,2009,65.452312,6.5,R
1047,Treasure Planet,Adventure,96.0,2002,38.120554,6.6,PG
1048,Traffic,Drama,147.0,2000,124.107476,7.8,R
1049,Training Day,Drama,122.0,2001,76.261036,7.6,R
1050,Traitor,Thriller/Suspense,113.0,2008,23.530831,7.1,PG-13
1051,The Ring,Horror,115.0,2002,129.094024,5.5,PG-13
1052,The Terminal,Drama,128.0,2004,77.073959,7.1,PG-13
1053,The Transporter,Action,92.0,2002,25.296447,6.6,PG-13
1054,Tropic Thunder,Comedy,106.0,2008,110.461307,7.2,R
1055,Troy,Action,163.0,2004,133.298577,7.0,R
1056,xXx,Action,124.0,2002,141.93,5.5,PG-13
1057,The Truman Show,Drama,102.0,1998,125.618201,8.0,PG
1058,Tarzan,Adventure,88.0,1999,171.091819,6.9,G
1059,Turistas,Thriller/Suspense,89.0,2006,7.027762,6.9,R
1060,Twisted,Thriller/Suspense,97.0,2004,25.19505,4.8,R
1061,Twilight,Drama,120.0,2008,192.769854,6.1,PG-13
1062,The Texas Chainsaw Massacre: The Beginning,Horror,90.0,2006,39.517763,5.8,R
1063,The Texas Chainsaw Massacre,Horror,98.0,2003,80.571655,6.1,R
1064,Tom yum goong,Action,82.0,2006,12.044087,6.9,R
1065,U2 3D,Concert/Performance,85.0,2008,10.363341,8.3,G
1066,U-571,Action,116.0,2000,77.08603,6.4,PG-13
1067,Undercover Brother,Comedy,86.0,2002,38.230435,5.7,PG-13
1068,Dodgeball: A True Underdog Story,Comedy,92.0,2004,114.326736,6.6,PG-13
1069,Unaccompanied Minors,Comedy,87.0,2006,16.655224,3.7,PG
1070,Unbreakable,Thriller/Suspense,107.0,2000,94.999143,7.3,PG-13
1071,Underworld,Action,121.0,2003,51.97069,6.7,R
1072,Unfaithful,Drama,123.0,2002,52.752475,6.6,R
1073,Up,Adventure,96.0,2009,293.004164,8.4,PG
1074,Urban Legend,Horror,100.0,1998,38.116707,5.2,R
1075,Urban Legends: Final Cut,Horror,98.0,2000,21.468807,3.7,R
1076,Valkyrie,Thriller/Suspense,120.0,2008,83.07747,7.3,PG-13
1077,Valentine,Horror,96.0,2001,20.384136,4.3,R
1078,The Legend of Bagger Vance,Drama,126.0,2000,30.695227,6.4,PG-13
1079,In the Valley of Elah,Drama,120.0,2007,6.777741,7.4,R
1080,Van Helsing,Action,132.0,2004,120.150546,5.5,PG-13
1081,The Village,Thriller/Suspense,108.0,2004,114.19752,6.6,PG-13
1082,Vertical Limit,Action,124.0,2000,68.47336,5.6,PG-13
1083,Vampires,Horror,108.0,1998,20.268825,6.8,R
1084,Vanilla Sky,Thriller/Suspense,136.0,2001,100.614858,6.9,R
1085,The Flintstones in Viva Rock Vegas,Comedy,90.0,2000,35.231365,3.3,PG
1086,Varsity Blues,Drama,104.0,1999,52.894169,6.0,R
1087,Wag the Dog,Drama,120.0,1997,43.05747,7.0,R
1088,WALL-E,Comedy,97.0,2008,223.808164,8.5,G
1089,War,Action,99.0,2007,22.466994,6.2,R
1090,The War of the Worlds,Action,116.0,2005,234.280354,7.2,PG-13
1091,Winter's Bone,Drama,100.0,2010,5.951693,8.2,R
1092,Wonder Boys,Comedy,111.0,2000,19.389454,7.5,R
1093,White Chicks,Comedy,109.0,2004,69.148997,5.0,PG-13
1094,The Wedding Planner,Romantic Comedy,103.0,2001,60.400856,4.8,PG-13
1095,Taking Woodstock,Drama,120.0,2009,7.460204,6.8,R
1096,We Own the Night,Drama,117.0,2007,28.563179,7.0,R
1097,We Were Soldiers,Drama,138.0,2002,78.120196,6.9,R
1098,What a Girl Wants,Comedy,105.0,2003,35.990505,5.7,PG
1099,Where the Heart Is,Drama,120.0,2000,33.771174,6.4,PG-13
1100,Welcome Home Roscoe Jenkins,Comedy,114.0,2008,42.436517,4.5,PG-13
1101,What Dreams May Come,Drama,113.0,1998,55.485043,6.6,PG-13
1102,The White Countess,Drama,135.0,2005,1.669971,6.5,PG-13
1103,Where the Wild Things Are,Adventure,100.0,2009,77.233467,7.2,PG
1104,Wild Things,Thriller/Suspense,108.0,1998,29.795299,6.6,R
1105,Windtalkers,Action,134.0,2002,40.914068,5.8,R
1106,What Lies Beneath,Thriller/Suspense,130.0,2000,155.464351,6.5,PG-13
1107,Walk the Line,Drama,80.0,2005,119.519402,7.9,PG-13
1108,A Walk to Remember,Drama,102.0,2002,41.227069,7.1,PG
1109,Wild Wild West,Adventure,107.0,1999,113.805681,4.3,PG-13
1110,Wanted,Action,110.0,2008,134.508551,6.4,R
1111,The Women,Comedy,114.0,2008,26.902075,7.9,PG-13
1112,The Wood,Comedy,106.0,1999,25.05964,6.1,R
1113,Without a Paddle,Comedy,95.0,2004,58.156435,5.7,PG-13
1114,What's the Worst That Could Happen?,Comedy,98.0,2001,32.267774,5.0,PG-13
1115,The Wrestler,Drama,109.0,2008,26.236603,8.2,R
1116,Walking Tall,Action,87.0,2004,46.213824,6.0,PG-13
1117,The Watcher,Thriller/Suspense,97.0,2000,28.946615,3.7,R
1118,Sky Captain and the World of Tomorrow,Adventure,106.0,2004,37.76008,6.3,PG
1119,The Waterboy,Comedy,86.0,1998,161.491646,5.7,PG-13
1120,What Women Want,Romantic Comedy,127.0,2000,182.805123,6.3,PG-13
1121,The X-Files: I Want to Believe,Action,104.0,2008,20.982478,5.9,PG-13
1122,X-Men,Action,104.0,2000,157.299717,7.4,PG-13
1123,X2,Action,133.0,2003,214.949694,7.8,PG-13
1124,Year One,Comedy,97.0,2009,43.337279,5.0,PG-13
1125,Yes Man,Comedy,104.0,2008,97.690976,7.0,PG-13
1126,You Kill Me,Black Comedy,92.0,2007,2.426851,6.7,R
1127,"Yours, Mine and Ours",Comedy,90.0,2005,53.359917,7.6,PG
1128,You've Got Mail,Drama,119.0,1998,115.821495,6.2,PG
1129,Zoolander,Comedy,89.0,2001,45.17225,6.4,PG-13
1130,Zombieland,Comedy,87.0,2009,75.590286,7.8,R
1131,Zack and Miri Make a Porno,Comedy,101.0,2008,31.452765,7.0,R
1132,The Legend of Zorro,Adventure,129.0,2005,45.575336,5.7,PG
1133,The Mask of Zorro,Adventure,136.0,1998,93.828745,6.7,PG-13
